Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
20,USA Midwest,Baton Rouge,Louisiana,KD5CQB B,KD5CQB G,442.9250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.45,-91.17,-06:00
20,USA Midwest,Franklinton,Louisiana,KF5BSZ C,KF5BSZ G,147.4400,DUP-,2.5,DV,OFF,82.5Hz,Yes,Approximate,30.87,-89.99,-06:00
20,USA Midwest,Franklinton,Louisiana,KF5BSZ B,KF5BSZ G,444.5875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.87,-89.99,-06:00
20,USA Midwest,Haughton,Louisiana,W5SLY  C,W5SLY  G,147.2400,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.55,-93.52,-06:00
20,USA Midwest,LaCombe,Louisiana,W5SLA  C,W5SLA  G,145.2900,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.32,-89.91,-06:00
20,USA Midwest,LaCombe,Louisiana,W5SLA  B,W5SLA  G,444.1000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.32,-89.91,-06:00
20,USA Midwest,Lake Charles,Louisiana,KC5JMJ B,KC5JMJ G,444.2250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.16,-93.15,-06:00
20,USA Midwest,lake charles,Louisiana,W5BII  B,W5BII  G,443.3250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.23,-93.22,-06:00
20,USA Midwest,Leesville,Louisiana,KE5PFA C,KE5PFA G,147.3450,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.13,-93.27,-06:00
20,USA Midwest,Leesville,Louisiana,KE5PFA B,KE5PFA G,442.0500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.13,-93.27,-06:00
20,USA Midwest,Many,Louisiana,N5MNY  C,N5MNY  G,146.8050,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.59,-93.45,-06:00
20,USA Midwest,Minden,Louisiana,N5MAD  C,N5MAD  G,144.9200,DUP+,2.5,DV,OFF,82.5Hz,Yes,Approximate,32.69,-93.25,-06:00
20,USA Midwest,Minden,Louisiana,N5MAD  B,N5MAD  G,442.5125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.69,-93.25,-06:00
20,USA Midwest,New Orleans,Louisiana,KF5SKU C,KF5SKU G,145.2500,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.95,-90.06,-06:00
20,USA Midwest,New Orleans,Louisiana,KF5SKU B,KF5SKU G,444.4750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.95,-90.06,-06:00
20,USA Midwest,New Orleans,Louisiana,W5GAD  B,W5GAD  G,444.9250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.97,-90.14,-06:00
20,USA Midwest,New Orleans,Louisiana,W5GAD  C,W5GAD  G,146.9250,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.97,-90.14,-06:00
20,USA Midwest,Ruston,Louisiana,N5APB  C,N5APB  G,145.1400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.57,-92.7,-06:00
20,USA Midwest,Shreveport,Louisiana,K5SAR  C,K5SAR  G,145.1100,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.52,-93.75,-06:00
20,USA Midwest,Shreveport,Louisiana,W5SHV  B,W5SHV  G,442.0000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.52,-93.74,-06:00
20,USA Midwest,Shreveport,Louisiana,W5SHV  C,W5SHV  G,147.3600,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.52,-93.74,-06:00
20,USA Midwest,St. Martinville,Louisiana,KF5ZUZ C,KF5ZUZ G,147.0000,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.05,-91.81,-06:00
20,USA Midwest,St. Martinville,Louisiana,KF5ZUZ B,KF5ZUZ G,443.8500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.05,-91.81,-06:00
20,USA Midwest,West Monroe,Louisiana,KC5DR  B,KC5DR  G,443.8000,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,3230.41,9211.4,-06:00
20,USA Midwest,Chaska,Minnesota,KD0JOS C,KD0JOS G,147.2700,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.81,-93.6,-06:00
20,USA Midwest,Chaska,Minnesota,KD0JOS B,KD0JOS G,442.1250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.81,-93.6,-06:00
20,USA Midwest,Cottage Grove,Minnesota,KE0UAV C,KE0UAV G,145.23000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.82,-92.95,-06:00
20,USA Midwest,Faribault,Minnesota,KD0ZSA B,KD0ZSA G,444.6250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.3,-93.24,-06:00
20,USA Midwest,Golden Valley,Minnesota,KD0JOV C,KD0JOV G,145.1500,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,45,-93.39,-06:00
20,USA Midwest,Golden Valley,Minnesota,KD0JOV B,KD0JOV G,442.9000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45,-93.39,-06:00
20,USA Midwest,Isanti,Minnesota,KE0KKN B,KE0KKN G,442.2750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.53,-93.17,-06:00
20,USA Midwest,Little Falls,Minnesota,W0REA  B,W0REA  G,444.0000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.98,-94.36,-06:00
20,USA Midwest,Minneapolis,Minnesota,W1AFV  B,W1AFV  G,442.9500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.98,-93.26,-06:00
20,USA Midwest,Mounds View,Minnesota,W0ANA  C,W0ANA  G,145.4050,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,45.13,-93.19,-06:00
20,USA Midwest,Mounds View,Minnesota,W0ANA  B,W0ANA  G,443.7750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.13,-93.19,-06:00
20,USA Midwest,Ramsey,Minnesota,KE0MVE B,KE0MVE G,442.5250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.25,-93.4,+04:30
20,USA Midwest,Rochester,Minnesota,W0MXW  B,W0MXW  G,443.8500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.03,-92.46,-06:00
20,USA Midwest,Shoreview,Minnesota,W8WRR  B,W8WRR  G,444.32500 ,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,45.03,-93.07,-06:00
20,USA Midwest,Wanda,Minnesota,KD0IAI B,KD0IAI G,444.0250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.32,-95.21,-06:00
20,USA Midwest,Arnold,Missouri,KD0BQS B,KD0BQS G,442.4500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.43,-90.42,-06:00
20,USA Midwest,Columbia,Missouri,WX0BC  B,WX0BC  G,442.3250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.97,-92.33,-06:00
20,USA Midwest,Freistatt,Missouri,W0OAR  B,W0OAR  G,444.1500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.01,-93.87,-06:00
20,USA Midwest,Jefferson City,Missouri,KB4VSP C,KB4VSP G,146.865,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.56,-92.21,-06:00
20,USA Midwest,Kansas City,Missouri,W0CW   B,W0CW   G,443.4000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.08,-94.59,-06:00
20,USA Midwest,Kansas City,Missouri,WB0YRG B,WB0YRG G,442.5500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.08,-94.59,-06:00
20,USA Midwest,Nevada,Missouri,W0HL   B,W0HL   G,443.9750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.87,-94.37,-06:00
20,USA Midwest,Pacific,Missouri,KD0ZEA C,KD0ZEA G,146.4500,DUP+,1,DV,OFF,82.5Hz,Yes,Approximate,38.41,-90.73,-06:00
20,USA Midwest,Pacific,Missouri,KD0ZEA B,KD0ZEA G,442.3000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.41,-90.73,-06:00
20,USA Midwest,Rolla,Missouri,W0CMD  B,W0CMD  G,444.0000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,37.96,-91.78,-06:00
20,USA Midwest,St Joseph,Missouri,W0NH   B,W0NH   G,444.8250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,39.78,-94.77,-06:00
20,USA Midwest,St Louis,Missouri,K0MDG  B,K0MDG  G,442.5750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.68,-90.39,-06:00
20,USA Midwest,St Louis,Missouri,K0MDG  C,K0MDG  G,147.0150,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,38.68,-90.39,-06:00
20,USA Midwest,Sullivan,Missouri,N0NOE  B,N0NOE  G,444.6000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.22,-91.16,-06:00
20,USA Midwest,Washington,Missouri,K0FDG  B,K0FDG  G,444.1000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,38.52,-90.92,-06:00
20,USA Midwest,Columbus,Nebraska,WA0COL C,WA0COL G,146.9550,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.31,-97.34,-07:00
20,USA Midwest,Columbus,Nebraska,WA0COL B,WA0COL G,442.1750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.31,-97.34,-07:00
20,USA Midwest,Grand Island,Nebraska,KD0PBV C,KD0PBV G,146.6550,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.93,-98.35,-06:00
20,USA Midwest,Grand Island,Nebraska,N0LF   B,N0LF   G,443.9500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.95,-98.35,-06:00
20,USA Midwest,Kearney,Nebraska,KD0PBW C,KD0PBW G,147.0300,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,40.71,-99.08,-06:00
20,USA Midwest,Omaha,Nebraska,KD0CGR C,KD0CGR G,145.1750,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,41.16,-95.56,-06:00
20,USA Midwest,Omaha,Nebraska,KD0CGR B,KD0CGR G,442.1250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,41.16,-95.56,-06:00
20,USA Midwest,Wood River,Nebraska,NI0P   B,NI0P   G,444.7000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,40.83,-98.6,-06:00
20,USA Midwest,Christine,North Dakota,K0AKV  B,K0AKV  G,442.9000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,46.52,-96.81,-06:00
20,USA Midwest,Fargo,North Dakota,KD0SWQ B,KD0SWQ G,444.0000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,46.9,-96.79,-06:00
20,USA Midwest,Altus,Oklahoma,AJ5Q   B,AJ5Q   G,442.2250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,34.67,-99.33,-06:00
20,USA Midwest,Blanchard,Oklahoma,KF5ZLE B,KF5ZLE G,442.9750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.15,-97.68,-06:00
20,USA Midwest,Claremore,Oklahoma,AE5ME  B,AE5ME  G,444.3500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.32,-95.63,-06:00
20,USA Midwest,Elk City,Oklahoma,K5ELK  C,K5ELK  G,146.6850,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,35.43,-99.5,-06:00
20,USA Midwest,Elk City,Oklahoma,K5ELK  B,K5ELK  G,443.0250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.43,-99.5,-06:00
20,USA Midwest,Lawton,Oklahoma,KG5ACV B,KG5ACV G,442.6500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,34.6,-98.45,-06:00
20,USA Midwest,Norman,Oklahoma,W5TC   B,W5TC   G,444.7500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.19,-97.44,-06:00
20,USA Midwest,Oklahoma City,Oklahoma,W5MEL  B,W5MEL  G,444.3000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.47,-97.51,-06:00
20,USA Midwest,Oklahoma City,Oklahoma,W5PAA  B,W5PAA  G,444.9250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.43,-97.53,-06:00
20,USA Midwest,Oklahoma City,Oklahoma,WD5AII B,WD5AII G,442.6250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,35.54,-97.49,-06:00
20,USA Midwest,Oklahoma City,Oklahoma,WD5AII C,WD5AII G,147.3450,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,35.54,-97.49,-06:00
20,USA Midwest,Tulsa,Oklahoma,W5DRZ  B,W5DRZ  G,442.6000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.07,-95.86,-06:00
20,USA Midwest,Vinita,Oklahoma,NO5RA  C,NO5RA  G,147.1650,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,36.63,-95.16,-06:00
20,USA Midwest,Vinita,Oklahoma,NO5RA  B,NO5RA  G,443.0750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.63,-95.16,-06:00
20,USA Midwest,Walsh Mountain a,Oklahoma,WX5ASA C,WX5ASA G,147.3450,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,34.98,-99.41,-06:00
20,USA Midwest,Walsh Mountain a,Oklahoma,WX5ASA B,WX5ASA G,442.1500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,34.98,-99.41,-06:00
20,USA Midwest,Woodward,Oklahoma,WW5EM  C,WW5EM  G,147.3150,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,36.39,-99.47,-06:00
20,USA Midwest,Woodward,Oklahoma,WW5EM  B,WW5EM  G,444.4750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,36.39,-99.47,-06:00
20,USA Midwest,Box Elder,South Dakota,KF0OWN C,KF0OWN G,430.4500,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,44.12,-103.06,-07:00
20,USA Midwest,Sioux Falls,South Dakota,W0ZWY  B,W0ZWY  G,442.7500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.55,-96.7,-06:00
20,USA Midwest,Abilene,Texas,KC5OLO B,KC5OLO G,444.1750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.16,-99.35,-06:00
20,USA Midwest,Abilene,Texas,KF5JJK B,KF5JJK G,444.5000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.46,-99.73,-06:00
20,USA Midwest,Abilene,Texas,KG5MMT B,KG5MMT G,444.1750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.38,-99.74,-06:00
20,USA Midwest,Alice,Texas,KF5UPC B,KF5UPC G,441.9750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,27.75,-98.07,-06:00
20,USA Midwest,Allen,Texas,K5PRK  B,K5PRK  G,441.5750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.1,-96.67,-06:00
20,USA Midwest,Austin,Texas,K5SOC  B,K5SOC  G,443.4000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.4,-97.93,-06:00
20,USA Midwest,Austin,Texas,W5KA   C,W5KA   G,146.7800,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.23,-97.77,-06:00
20,USA Midwest,Austin,Texas,W5KA   B,W5KA   G,440.6500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.23,-97.77,-06:00
20,USA Midwest,Bellville,Texas,W5SFA  C,W5SFA  G,146.9300,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.96,-96.25,-06:00
20,USA Midwest,Big Spring,Texas,W5AW   C,W5AW   G,147.2400,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.21,-101.44,-06:00
20,USA Midwest,Big Spring,Texas,W5AW   B,W5AW   G,440.6875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.21,-101.44,-06:00
20,USA Midwest,Brownsville,Texas,KG5EUU B,KG5EUU G,445.5000,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,25.93,-97.48,-06:00
20,USA Midwest,Bryan,Texas,KI5MMC B,KI5MMC G,443.4000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.65,-96.36,-06:00
20,USA Midwest,Corsicana,Texas,K5NEM  C,K5NEM  G,147.3400,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.08,-96.49,-06:00
20,USA Midwest,Dallas ,Texas,W5FC   C,W5FC   G,145.1300,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.89,-96.76,-06:00
20,USA Midwest,Dallas ,Texas,W5FC   B,W5FC   G,440.5750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.89,-96.76,-06:00
20,USA Midwest,Denton,Texas,W5NGU  B,W5NGU  G,442.9250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.14,-97.1,-06:00
20,USA Midwest,Denton,Texas,W5NGU  C,W5NGU  G,147.4500,DUP-,1,DV,OFF,82.5Hz,Yes,Approximate,33.14,-97.1,-06:00
20,USA Midwest,El Paso,Texas,K5WPH  B,K5WPH  G,443.2250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.83,-106.44,-07:00
20,USA Midwest,El Paso,Texas,K5WPH  B,K5WPH  G,443.2250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.83,-106.44,-07:00
20,USA Midwest,El Paso,Texas,K5WPH  B,K5WPH  G,443.2250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.83,-106.44,-07:00
20,USA Midwest,El Paso,Texas,W5ELP  C,W5ELP  G,146.6200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.79,-106.48,-07:00
20,USA Midwest,EULESS,Texas,W1ZOT  B,W1ZOT  G,441.3750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.87,-97.08,-06:00
20,USA Midwest,Fort Worth,Texas,KF5MMX B,KF5MMX G,444.0375,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.64,-97.38,-06:00
20,USA Midwest,Ft Stockton,Texas,KG5OXR C,KG5OXR G,147.6000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.88,-102.92,-06:00
20,USA Midwest,Granbury,Texas,K1DRP  B,K1DRP  G,440.6500,DUP-,5,DV,OFF,82.5Hz,Yes,Approximate,32.45,-97.79,-06:00
20,USA Midwest,Granbury,Texas,W5HCT  B,W5HCT  G,441.3500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.44,-97.78,-06:00
20,USA Midwest,Houston,Texas,AG5AA  B,AG5AA  G,440.1000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.92,-95.43,-06:00
20,USA Midwest,Houston,Texas,N5BDJ  C,N5BDJ  G,145.2500,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.01,-95.36,-06:00
20,USA Midwest,Houston,Texas,N5BDJ  B,N5BDJ  G,440.0250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.01,-95.36,-06:00
20,USA Midwest,Ingleside,Texas,W5ICC  B,W5ICC  G,444.9000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,27.9,-97.13,-06:00
20,USA Midwest,La Vernia- TX,Texas,N5JFP  B,N5JFP  G,441.8750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.58,-98.28,-06:00
20,USA Midwest,La Vernia- TX,Texas,N5JFP  C,N5JFP  G,145.2500,DUP-,0,DV,OFF,82.5Hz,Yes,Approximate,30.58,-98.28,-06:00
20,USA Midwest,LIVE OAK,Texas,K5NKK  B,K5NKK  G,444.0250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.33,-98.2,-06:00
20,USA Midwest,Longview,Texas,K5LET  C,K5LET  G,147.0600,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,32.55,-94.67,-06:00
20,USA Midwest,Longview,Texas,K5LET  B,K5LET  G,443.9750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.55,-94.67,-06:00
20,USA Midwest,Lubbock,Texas,K5LIB  C,K5LIB  G,145.4300,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,33.55,-101.91,-06:00
20,USA Midwest,Lubbock,Texas,K5LIB  B,K5LIB  G,443.0500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.55,-101.91,-06:00
20,USA Midwest,McAllen,Texas,ND5N   C,ND5N   G,147.6000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,26.12,-98.11,-06:00
20,USA Midwest,Nederland,Texas,W5SSV  B,W5SSV  G,440.7250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.98,-93.98,-06:00
20,USA Midwest,Nederland,Texas,W5SSV  C,W5SSV  G,146.6200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.98,-93.98,-06:00
20,USA Midwest,Notrees,Texas,K5PSA  C,K5PSA  G,146.7000,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.56,-102.45,-06:00
20,USA Midwest,Notrees,Texas,K5PSA  B,K5PSA  G,442.3500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.56,-102.45,-06:00
20,USA Midwest,Odessa,Texas,KI5DLN B,KI5DLN G,441.9000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.88,-102.35,-06:00
20,USA Midwest,Odessa,Texas,WT5ARC C,WT5ARC G,147.3600,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.82,-102.39,-06:00
20,USA Midwest,Odessa,Texas,WT5ARC B,WT5ARC G,441.5500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.82,-102.39,-06:00
20,USA Midwest,PARIS,Texas,K5SST  C,K5SST  G,147.0600,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,33.41,-95.33,-06:00
20,USA Midwest,PARIS,Texas,K5SST  B,K5SST  G,444.2750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.41,-95.33,-06:00
20,USA Midwest,Rosston,Texas,KE5YAP C,KE5YAP G,147.4900,DUP-,1,DV,OFF,82.5Hz,Yes,Approximate,33.49,-97.41,-06:00
20,USA Midwest,Rosston,Texas,KE5YAP B,KE5YAP G,440.7125,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,33.49,-97.41,-06:00
20,USA Midwest,San Antonio,Texas,AA5RO  C,AA5RO  G,147.3200,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.47,-98.69,-06:00
20,USA Midwest,San Antonio,Texas,AA5RO  B,AA5RO  G,443.8750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.47,-98.69,-06:00
20,USA Midwest,San Antonio,Texas,K5VPW  B,K5VPW  G,441.6250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.51,-98.44,-06:00
20,USA Midwest,San Antonio,Texas,K5VPW  C,K5VPW  G,145.3500,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.51,-98.44,-06:00
20,USA Midwest,San Antonio,Texas,WD5STR B,WD5STR G,440.6000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.55,-98.5,-06:00
20,USA Midwest,San Antonio,Texas,WD5STR C,WD5STR G,146.4900,DUP+,1,DV,OFF,82.5Hz,Yes,Approximate,29.55,-98.5,-06:00
20,USA Midwest,Seguin,Texas,KG5FJW C,KG5FJW G,145.4900,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.68,-97.89,-06:00
20,USA Midwest,Seguin,Texas,KG5FJW B,KG5FJW G,442.2250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.68,-97.89,-06:00
20,USA Midwest,Sulphur,Texas,W5SUL  C,W5SUL  G,147.3600,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.22,-93.21,-06:00
20,USA Midwest,Temple,Texas,K5CTX  B,K5CTX  G,440.5250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,31.1,-97.35,-06:00
20,USA Midwest,Temple,Texas,K5CTX  C,K5CTX  G,147.3400,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.1,-97.35,-06:00
20,USA Midwest,Tyler,Texas,W5ETX  C,W5ETX  G,147.1200,DUP+,0.75,DV,OFF,82.5Hz,Yes,Approximate,32.32,-95.24,-06:00
20,USA Midwest,Tyler,Texas,W5ETX  B,W5ETX  G,444.8500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,32.32,-95.24,-06:00
20,USA Midwest,Uvalde,Texas,AB5JK  B,AB5JK  G,444.6000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,29.24,-99.79,-06:00
20,USA Midwest,Uvalde,Texas,AB5JK  C,AB5JK  G,146.6200,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,29.24,-99.79,-06:00
20,USA Midwest,Waco,Texas,W5ZDN  C,W5ZDN  G,146.9800,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,31.65,-97.09,-06:00
20,USA Midwest,Walburg,Texas,KE5RCS B,KE5RCS G,440.5750,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,30.75,-97.6,-06:00
20,USA Midwest,Walburg,Texas,KE5RCS C,KE5RCS G,145.1300,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,30.75,-97.6,-06:00
20,USA Midwest,Adams,Wisconsin,AC9AR  B,AC9AR  G,442.26875,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,43.96,-89.82,-06:00
20,USA Midwest,Baraboo,Wisconsin,WB9FDZ C,WB9FDZ G,145.3150,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,43.44,-89.65,-06:00
20,USA Midwest,Bay City,Wisconsin,KB9LUK C,KB9LUK G,144.6100,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.59,-92.46,-06:00
20,USA Midwest,Beloit,Wisconsin,N2RON  B,N2RON  G,442.3000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.56,-88.96,-06:00
20,USA Midwest,Black River Fall,Wisconsin,N9ROY  B,N9ROY  G,443.5500,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,44.3,-90.85,-06:00
20,USA Midwest,Chippewa Falls,Wisconsin,KD9ICN C,KD9ICN G,146.9400,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.88,-91.3,-06:00
20,USA Midwest,Debuque,Wisconsin,N9PNO  B,N9PNO  G,444.2250,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.52,-90.61,+04:30
20,USA Midwest,Dodgeville,Wisconsin,WI9WIN C,WI9WIN G,147.2850,DUP+,0.6,DV,OFF,82.5Hz,Yes,Approximate,42.98,-90.13,-06:00
20,USA Midwest,Dunnville,Wisconsin,WW9RS  C,WW9RS  G,146.8800,DUP-,0.6,DV,OFF,82.5Hz,Yes,Approximate,44.45,-91.54,-06:00
20,USA Midwest,Edgerton,Wisconsin,KD9KPT B,KD9KPT G,442.3000,DUP+,5,DV,OFF,82.5Hz,Yes,Approximate,42.84,-89.06,-06:00
